id,px,py,pz,vx,vy,vz
0,0.106574884,-0.0319303232,0,-7.82115899,5.59126334,0
1,0.603091588,-0.0228849055,0,-1.81460822,1.10572845,0
2,1.07589181,0.920095133,0,12.0141297,5.05326482,0
3,0.521967077,0.474686341,0,-0.937272442,-7.12754156,0
4,1.08631904,0.463541405,0,10.3489549,0.240897987,0
5,1.07128209,0.0282119301,0,3.31479161,-12.0827921,0
6,0.244409437,0.710169056,0,3.64032195,13.7440531,0
7,0.317238473,0.238844781,0,-4.06688287,3.54576642,0
8,0.75903565,-0.0535294783,0,-5.20962436,-18.7272571,0
9,0.0179720084,0.113897921,0,-9.87056747,-6.6692908,0
10,0.939001644,0.536918837,0,-4.017209,-1.27143117,0
11,0.519945028,0.435428186,0,-8.82725889,3.93803171,0
12,0.160304256,0.484031059,0,-5.22340167,16.8994469,0
13,1.03864469,0.825128911,0,-6.32502374,2.3090638,0
14,0.868336963,0.591284177,0,1.33110949,5.06790728,0
15,-0.0922914201,0.167780642,0,-14.8513166,1.91760714,0
16,0.306449006,-0.353151601,0,27.6360419,-28.857694,0
17,0.769618384,-0.172417093,0,4.33122695,-10.6339912,0
18,0.10754955,0.715125286,0,-0.566116919,6.78696497,0
19,0.198696986,0.951522279,0,2.7902024,0.287057838,0
20,1.56766154,0.145467731,0,32.1403309,-12.7010321,0
21,0.895275558,0.285099277,0,-0.204736462,9.39398078,0
22,0.925514685,0.424745776,0,8.20855445,-0.511773843,0
23,-0.159896222,0.0152288446,0,-10.3771276,-10.4682915,0
24,0.955973689,1.00410848,0,-3.77373151,5.3156954,0
25,0.760170757,0.270462082,0,-0.0348547251,-1.97408524,0
26,0.877517233,-0.146540941,0,-5.65601094,-10.2310383,0
27,0.90361783,0.0572978215,0,18.0273068,7.28465075,0
28,0.930111539,0.276035011,0,4.77919163,-7.67396532,0
29,0.753012053,-0.0792361447,0,0.984184137,-7.43475907,0
30,0.742302291,0.913286288,0,-3.73883139,4.68254387,0
31,1.08680476,0.0674881819,0,6.14680056,-4.0090917,0
32,0.678667894,0.173468425,0,-2.66485633,-4.53344053,0
33,0.09193082,0.252607837,0,1.39141089,7.73042915,0
34,0.176760697,0.680221032,0,6.69387453,12.8224381,0
35,0.790239635,0.110444607,0,0.245023272,6.41213875,0
36,0.402355195,0.927329788,0,12.562631,-19.4041931,0
37,0.551041651,0.618015365,0,-12.1183889,-6.03115859,0
38,0.147186231,1.01345892,0,2.45817925,7.11451469,0
39,0.829939542,0.671277143,0,-16.2625499,-9.2177807,0
40,0.465172083,-0.00659029456,0,-6.38900851,-2.36878661,0
41,0.336282005,0.594384566,0,3.81393256,0.611184958,0
42,0.760641333,1.14652896,0,7.52040236,9.04894614,0
43,0.85892733,0.685601602,0,-5.43566903,4.01163569,0
44,0.163110464,0.73565567,0,12.953562,3.99420261,0
45,0.87169028,0.06469538,0,0.6191026,-9.63048331,0
46,0.0617349558,0.175917119,0,2.90748822,-3.47462008,0
47,0.0142717463,0.119192689,0,-15.8937827,-2.29097001,0
48,0.808869481,1.13078342,0,9.96965833,14.9317303,0
49,0.271644169,0.914686289,0,-2.3616911,0.037984439,0
50,0.0676834534,0.473625207,0,0.359103579,-4.00479198,0
51,0.872911028,0.787731775,0,0.0220130509,0.86179359,0
52,0.75811688,1.03482195,0,-8.75088439,-0.17478582,0
53,0.631925412,-0.0214537721,0,-10.5594921,2.66564108,0
54,0.607525461,1.18497705,0,-8.87611951,15.8072097,0
55,0.440379841,0.0407797891,0,15.4944263,8.34581323,0
56,0.35996163,0.95935337,0,-1.18660514,-2.94706266,0
57,0.511054311,0.713844796,0,-0.639005933,-6.72581471,0
58,1.0637105,0.467073737,0,4.92917955,-12.3722044,0
59,0.0715627369,0.80414112,0,-7.28780714,12.2007892,0
60,0.0581974827,-0.0250405871,0,-4.30372314,-2.30721394,0
61,0.858754208,1.10025761,0,21.9707285,10.8991109,0
62,0.784477892,0.790338797,0,8.50805673,-6.3476877,0
63,0.949544642,0.407566433,0,-7.55903139,-6.80718428,0
64,1.28048588,0.513438561,0,22.1475488,-6.15197726,0
65,0.363951018,1.0448705,0,-2.29019166,19.9420816,0
66,0.537462129,0.18249835,0,18.1888287,12.377806,0
67,0.284281989,0.722422064,0,12.0373743,0.895419657,0
68,0.452998843,0.7553951,0,-15.4323065,-0.363150931,0
69,0.350556897,0.126554726,0,1.27414568,7.9688954,0
70,0.285656685,0.534152552,0,-2.53912136,3.99601209,0
71,0.357012802,0.0588365103,0,-6.80240698,7.34393179,0
72,-0.0697147145,0.0761683454,0,-0.701586227,11.3391969,0
73,0.378439001,1.01423685,0,-1.05716203,-3.60442335,0
74,0.307076738,0.747565512,0,12.006017,3.27761177,0
75,0.632898261,0.977968914,0,11.7493099,0.737296997,0
76,0.748629497,0.343385697,0,7.20725519,-2.80807588,0
77,0.100036789,0.478621991,0,-3.25832843,6.57241534,0
78,0.529378325,0.349891501,0,5.26462034,-11.1502815,0
79,0.338960456,0.915648136,0,4.24580328,-14.4001033,0
80,0.605898127,0.148434686,0,-0.643747411,15.6072757,0
81,0.970416017,0.0642853564,0,9.79600049,-1.30191327,0
82,0.824377173,0.454073765,0,8.56330821,14.3750663,0
83,0.491563417,0.800985258,0,1.19040024,-10.6334945,0
84,1.13335136,0.244109901,0,14.9894972,5.7707403,0
85,1.05015893,-0.0656574736,0,6.88548744,-12.6300054,0
86,0.173860424,-0.0539578081,0,-5.72901183,-0.0744427877,0
87,-0.0708160225,0.170436641,0,-11.5643894,-6.49372256,0
88,1.00766288,0.47949047,0,-3.87758803,-15.3480278,0
89,0.23457483,0.15390047,0,-11.4103959,9.44027176,0
90,0.648243862,0.623223974,0,2.77105149,1.99804661,0
91,0.796661547,0.722229009,0,-5.41968668,9.45182719,0
92,0.792975432,0.48619225,0,-2.68363324,-10.9508076,0
93,0.419707339,0.898740049,0,3.29275971,0.3056296,0
94,0.424156518,0.480032834,0,4.42036758,3.61875761,0
95,0.830045572,1.20035489,0,8.33123669,9.60058419,0
96,0.225864606,0.247566181,0,-3.84809791,-6.89732272,0
97,0.150718874,0.139680018,0,7.41052779,9.51451886,0
98,1.07996898,-0.0257264309,0,-4.86113556,-6.00806579,0
99,0.383711263,0.902914457,0,-17.9459635,5.37508373,0
