id,px,py,pz,vx,vy,vz
0,0.00979323528,0.240994427,0,-4.64551915,13.100388,0
1,0.392307364,0.143943851,0,-10.1176427,8.0077803,0
2,1.02691113,1.02111367,0,-2.35107259,4.84888982,0
3,0.521751674,0.480699182,0,-0.0103393709,0.288616385,0
4,1.15814734,0.422368307,0,3.44775842,-1.97630867,0
5,0.812784932,-0.133006775,0,-12.4078637,-7.73849786,0
6,0.277065858,0.922894907,0,1.56750822,10.2108408,0
7,0.252436074,0.302031849,0,-3.11051517,3.03297928,0
8,0.694542248,-0.00124618218,0,-3.09568331,2.50959821,0
9,0.0331278514,-0.188586174,0,0.727480462,-14.5192366,0
10,0.871565209,0.492495915,0,-3.23694884,-2.13230028,0
11,0.337690067,0.353407376,0,-8.74823809,-3.93699886,0
12,0.162105198,0.828380743,0,0.0864451822,16.5287848,0
13,0.728228257,0.868976594,0,-14.8999886,2.1046888,0
14,0.879738154,0.655737578,0,0.547257132,3.09376323,0
15,-0.223356925,0.205125515,0,-6.29114425,1.79255391,0
16,0.88219988,-0.0210912006,0,27.6360419,15.9388992,0
17,0.859298675,0.10388035,0,4.30465398,13.2622773,0
18,-0.00145201048,0.855549722,0,-5.2320749,6.74037294,0
19,0.232998343,0.948416116,0,1.64646518,-0.149095847,0
20,0.827091459,-0.123394917,0,-35.5473639,-12.9054071,0
21,0.774076763,0.500130179,0,-5.81754216,10.3214833,0
22,0.918370817,0.479690508,0,-0.342905661,2.63734716,0
23,0.101937381,-0.108942491,0,12.5680129,-5.96022413,0
24,0.872580069,0.981635612,0,-4.00289377,-1.07869749,0
25,0.771996032,0.165270072,0,0.567613164,-5.04921647,0
26,0.759683671,0.0847785286,0,-5.65601094,11.1033345,0
27,1.30140614,0.156900268,0,19.0938388,4.78091744,0
28,1.14661148,0.0883221396,0,10.3919973,-9.01021785,0
29,0.730029054,-0.11951165,0,-1.10318393,-1.93322424,0
30,0.66440997,1.00658147,0,-3.73883139,4.47816887,0
31,0.93993562,0.0874186277,0,-7.04971888,0.956661398,0
32,0.685210877,0.104553515,0,0.314063175,-3.30791568,0
33,0.129274534,0.424088438,0,1.79249826,8.23106885,0
34,0.323163974,0.786066857,0,7.02735728,5.08059957,0
35,0.79544136,0.232846746,0,0.249682764,5.87530267,0
36,0.742008855,0.814189433,0,16.3033757,-5.43073706,0
37,0.325797482,0.492705735,0,-10.8117201,-6.01486223,0
38,0.177626016,1.02645261,0,1.46110968,0.623697361,0
39,0.423461554,0.415214544,0,-19.5109435,-12.2910048,0
40,0.388920125,-0.0180771224,0,-3.66009399,-0.551367738,0
41,0.441076665,0.637755368,0,5.03014369,2.08179849,0
42,0.7983985,0.905218781,0,1.81234402,-11.5828885,0
43,0.897977633,0.798864921,0,1.87441455,5.43663931,0
44,0.4076157,0.970631469,0,11.7362513,11.2788383,0
45,0.789237351,-0.0945883843,0,-3.9577406,-7.64562069,0
46,0.137139524,0.150085127,0,3.61941927,-1.23993559,0
47,-0.267317167,0.211956763,0,-13.5162678,4.45267553,0
48,1.04218123,0.943295571,0,11.1989639,-8.99941664,0
49,0.208168482,0.880276448,0,-3.04683297,-1.65167238,0
50,-0.0966536193,0.374528791,0,-7.88817949,-4.75662798,0
51,0.917148862,0.797116843,0,2.12341606,0.450483273,0
52,0.575806788,0.843226666,0,-8.75088439,-9.19657355,0
53,0.584915879,0.186822627,0,-2.25645759,9.99726715,0
54,0.422606305,0.965799426,0,-8.87611951,-10.5205262,0
55,0.691213107,0.298862209,0,12.0399968,12.3879562,0
56,0.237034195,1.05568468,0,-5.90051687,4.62390283,0
57,0.527056519,0.520484519,0,0.768106,-9.28129328,0
58,0.824725869,0.217159308,0,-11.4712623,-11.9958926,0
59,-0.0756852191,1.04760075,0,-7.06790189,11.6860622,0
60,-0.150749772,0.110689186,0,-10.0294682,6.51502911,0
61,1.36984306,0.939239317,0,24.5322649,-7.72887806,0
62,0.894627311,0.761591805,0,5.28717213,-1.3798556,0
