id,px,py,pz,vx,vy,vz
0,0.802747772,0.609081448,0,4.45362555,12.7313061,0
1,0.549117749,1.05060017,0,-2.05216022,12.3782382,0
2,-0.068026246,0.962136307,0,-5.89119843,-2.41319919,0
3,0.562909924,0.725937484,0,-4.58974322,20.5005471,0
4,0.212502108,0.166813955,0,9.53421689,4.49623256,0
5,0.657701551,0.656447435,0,21.1722856,5.3377719,0
6,0.751736101,0.919423773,0,-8.45622857,7.34995241,0
7,0.0536945019,-0.180349881,0,-12.3636256,-12.7470979,0
8,0.118371244,0.393750326,0,11.7562218,0.682342413,0
9,0.00932560046,0.218343906,0,5.86109467,17.3065629,0
10,0.845193423,0.710760237,0,-7.23953309,7.21631989,0
11,0.104833729,0.295285247,0,-6.01064462,0.783494732,0
12,0.950421791,1.23365118,0,-13.0987634,18.104731,0
13,0.964295192,0.973143885,0,9.97167697,23.0793479,0
14,0.601993558,0.304215325,0,3.11956632,10.3105827,0
15,0.910947386,0.0668675084,0,-4.25027676,-6.26696371,0
16,0.148026901,1.0134681,0,12.3504817,0.973966544,0
17,0.16190309,0.977097886,0,-3.91536948,9.73267926,0
18,0.933363198,1.04036421,0,3.69715348,4.86797577,0
19,0.390392113,0.262516479,0,-17.7689897,-9.10450201,0
20,-0.0157650606,1.03934529,0,-3.52284547,7.40048195,0
21,0.220413694,-0.0630220733,0,-12.4178105,-19.2185207,0
22,0.576345632,0.766623197,0,-7.84997853,10.0771635,0
23,-0.102173156,0.274511539,0,-5.37712778,-13.9996654,0
24,0.633102364,0.809601345,0,-0.593160419,-3.03329368,0
25,0.178629932,-0.0986904953,0,1.84872024,2.33073195,0
26,0.269295769,0.0708422463,0,8.71948622,2.57446183,0
27,0.231681382,0.801571932,0,10.3974434,2.94412212,0
28,0.54529473,0.236490795,0,-8.23920832,-0.866441224,0
29,0.133068119,1.11195051,0,17.6636519,8.24829396,0
30,0.185830941,-0.0258602464,0,23.0636128,-6.38602719,0
31,0.332980642,0.186378009,0,10.9647516,4.76681393,0
32,0.235589504,0.901549357,0,4.82604419,-6.68098218,0
33,0.857909405,0.510060458,0,7.52238801,-14.6472891,0
34,0.132446177,0.794085343,0,-12.1839045,-0.415344916,0
35,1.17370247,0.652458728,0,12.5539724,2.95710121,0
36,-0.186098573,1.10415476,0,-21.8885697,5.64172616,0
37,0.187870108,1.07622294,0,-9.63324555,12.2712006,0
38,1.10728261,0.172713767,0,9.11375924,4.74675728,0
39,0.553852356,1.28897375,0,6.14371368,18.8071426,0
40,0.587676858,0.975513457,0,2.00484111,12.431366,0
41,0.189489242,0.803175608,0,-3.90060458,-4.99324198,0
42,0.879663351,0.120919192,0,-10.1364543,-9.5746344,0
43,0.192577221,0.99484117,0,4.47293283,8.67563373,0
44,-0.04121359,0.280496098,0,0.341413296,-0.227102373,0
45,0.712915608,0.438965585,0,-10.9846162,-2.24868484,0
46,0.768325494,0.471101627,0,10.5238793,-6.70869846,0
47,0.371040068,0.782754502,0,-16.5747918,6.60799784,0
48,0.0664028585,0.982699884,0,2.34499093,17.7725915,0
49,-0.169900441,0.138544326,0,-20.7042184,-3.45582696,0
50,0.162650825,0.25919753,0,6.29127899,1.22612989,0
51,0.393119321,-0.0579601883,0,4.8570979,-12.855995,0
52,0.931637501,0.86845718,0,4.16053565,4.61352889,0
53,0.252025871,0.326358188,0,-5.0657506,-0.0303256323,0
54,0.0076307425,0.341372371,0,-0.834963208,9.35841203,0
55,0.539955628,0.365656241,0,10.4878842,-7.45616455,0
56,0.603107466,0.838201535,0,3.33808408,7.88794833,0
57,0.91620272,0.869435815,0,-1.9829274,-8.23483278,0
58,-0.103420875,0.345855735,0,-18.2108468,5.58287539,0
59,0.388518931,0.225515279,0,8.02854799,6.45921427,0
60,0.28115823,0.437583247,0,9.53276251,-1.54099805,0
61,0.867166609,0.94540616,0,20.2592746,7.31625659,0
62,1.12784924,-0.126318394,0,16.0332813,-26.7500877,0
63,1.40086303,1.17178158,0,21.6976235,18.3364353,0
64,0.108296045,0.398997056,0,16.2043149,7.72678432,0
65,0.0756236517,0.779422604,0,-4.06009693,5.23021098,0
66,0.934204014,0.299542537,0,-8.19434916,6.2839638,0
67,0.066273442,0.160777315,0,-1.85414398,14.241288,0
68,0.183601293,0.315076911,0,1.68099414,-2.61702943,0
69,0.566752427,0.52506005,0,-0.967408935,4.45414079,0
70,0.458361418,0.0836933413,0,2.45956623,2.60105497,0
71,0.797792741,0.921142221,0,3.14471292,-0.706082425,0
72,0.871431593,0.482154554,0,3.89460195,2.32605415,0
73,0.858510293,1.05333967,0,6.73945553,9.07714548,0
74,0.616395094,0.781407803,0,-10.1357136,-8.12666103,0
75,0.994508655,0.588002972,0,-4.42965409,-7.62700978,0
76,1.03455974,0.22190489,0,14.4877997,3.84444223,0
77,0.0238540349,1.00744497,0,0.136132095,-10.0826877,0
78,0.737203807,0.787872263,0,-2.07014164,1.33378912,0
79,0.897892482,-0.00777299698,0,-9.4575207,-1.26713912,0
80,0.00176247569,-0.027382904,0,-5.31874213,-0.378069348,0
81,0.353608103,0.735817696,0,0.866079479,15.8367114,0
82,0.645966079,0.948391992,0,6.67690025,2.36391798,0
83,0.01306328,1.12598902,0,-18.8497293,11.9957699,0
84,0.166207887,0.927753164,0,0.168271888,15.6831731,0
85,0.542271039,0.597758777,0,-5.1458669,7.6588403,0
86,0.937424067,1.07558032,0,6.13442913,12.8573156,0
87,0.853971241,0.343295037,0,14.8738312,-0.031432908,0
88,0.565507115,0.398827314,0,13.4370491,6.43263158,0
89,0.814528065,0.745514304,0,-2.97620945,-16.8730619,0
90,0.671205256,0.600569946,0,12.6349383,-8.64983924,0
91,1.21250433,0.0436134254,0,2.93575432,1.30846835,0
92,0.59346876,0.631496911,0,3.96257011,-9.74171419,0
93,0.350421928,0.391193204,0,-14.9978365,-10.926987,0
94,0.234755933,0.637214336,0,-13.5521548,11.0627909,0
95,0.820242837,0.971225208,0,-6.10618399,12.1877855,0
96,0.435238133,0.312661822,0,12.4272434,-8.34116149,0
97,-0.00600493901,0.294766419,0,-2.8510691,-14.2877214,0
98,0.998671966,0.771174915,0,10.6187863,14.3675112,0
99,1.08048708,0.0210763029,0,6.17686571,3.10250973,0
