id,px,py,pz,vx,vy,vz
0,0.413067821,0.837286927,0,3.91896186,-14.8574372,0
1,0.451920731,1.09360678,0,7.08077562,13.7265397,0
2,0.594877682,0.120866909,0,-0.432022073,-12.8032608,0
3,0.153005638,0.292606679,0,-5.26029038,13.0649459,0
4,0.234732965,0.168019363,0,18.9465773,-3.56092167,0
5,0.849453621,0.0703687839,0,32.0908396,-3.62775372,0
6,0.803780264,0.756151974,0,1.43525143,-8.13853322,0
7,0.13188525,0.438013442,0,14.4205897,6.46384213,0
8,0.939054842,0.417401159,0,-6.28729907,0.881385369,0
9,1.00859919,0.573536216,0,12.676514,1.94032806,0
10,0.33382241,0.65154019,0,-13.9768266,-3.28886872,0
11,1.08227417,-0.143790553,0,20.2452766,-6.52864445,0
12,0.0479376127,0.646241604,0,-2.14698911,-6.17311559,0
13,0.535309677,0.497344681,0,19.7590863,-15.9673041,0
14,0.916610826,0.866659007,0,-7.59168328,-16.5883923,0
15,0.204153032,0.078537471,0,-28.1779417,9.00965331,0
16,-0.31709022,0.706479993,0,-12.4528195,-16.7995404,0
17,0.514366257,0.467567467,0,-5.85565954,-4.93253097,0
18,0.551297612,0.594762715,0,5.41682725,-10.9629732,0
19,0.254785717,0.918869174,0,4.71960497,1.12482697,0
20,0.127919566,0.178229062,0,-0.645412661,16.5537122,0
21,0.577476423,0.422300045,0,-0.138336197,-19.7459047,0
22,-0.000688078307,0.60386048,0,-16.9174219,-7.490019,0
23,0.762231045,1.13753953,0,-17.9307036,13.9935346,0
24,0.0790569452,0.0110216262,0,-8.15316004,-14.7194976,0
25,0.884363702,0.460890211,0,11.7122348,8.18511327,0
26,0.944097507,0.541822907,0,9.11141032,4.62145807,0
27,-0.0244130191,0.409615855,0,4.54858259,0.856171098,0
28,0.053378783,0.165773652,0,8.85034228,-0.259537453,0
29,0.19884623,0.264728345,0,2.68014717,-12.4358632,0
30,-0.192039983,0.883793931,0,-0.000694963625,3.41647911,0
31,1.0373861,0.500361004,0,3.10538195,5.59849804,0
32,0.498304599,0.167552782,0,-6.64615421,-0.0052463453,0
33,0.0359901818,0.821578485,0,0.628609154,-0.61990256,0
34,1.03398947,0.877190492,0,1.27770666,-2.9527183,0
35,0.722083698,1.07925866,0,-1.7622384,-1.20630525,0
36,0.183548247,0.397297674,0,-16.9144792,5.77042065,0
37,0.433113639,0.579420439,0,10.0098325,5.52977283,0
38,0.196857693,-0.0574322485,0,12.3715128,-10.3894738,0
39,1.07241649,0.262967996,0,23.0826001,0.803505167,0
40,0.295752697,0.528197739,0,-1.95360503,3.00452683,0
41,0.986854173,0.720824075,0,9.23969097,3.08202448,0
42,0.226991702,0.089980514,0,-9.55783012,15.6631728,0
43,0.28731338,0.327429264,0,-4.11899746,-9.75838813,0
