id,px,py,pz,vx,vy,vz
0,0.752389666,0.212992821,0,7.63988744,0.577568127,0
1,0.906845906,0.614791905,0,-3.9124705,1.71256205,0
2,0.74991265,0.900512074,0,-8.02730371,13.539285,0
3,0.186973033,0.615732202,0,-4.149092,-5.8942055,0
4,0.368938918,-0.131373521,0,5.14889469,-21.8425316,0
5,0.927592487,-0.0415772532,0,1.56018897,1.48844361,0
6,1.03580723,0.55555533,0,-0.170513513,6.18119595,0
7,0.167560655,0.809938296,0,0.743124486,-8.20304793,0
8,0.14474982,0.732839032,0,-0.494914613,15.5512799,0
9,0.596526372,0.803463593,0,11.6515074,1.23090442,0
10,0.774420368,1.09761122,0,-7.78556599,-4.21248298,0
11,1.27376575,-0.00358986719,0,14.3312184,0.505545564,0
12,0.294813767,0.261767089,0,6.74607837,4.30867325,0
13,0.424912938,-0.00855654874,0,-9.82089657,-1.9621156,0
14,0.586020911,0.39952686,0,-13.273596,4.96305876,0
15,0.214816545,0.561027417,0,-7.64251817,-15.1050943,0
16,1.03886645,0.830152317,0,0.552287556,3.50393832,0
17,1.13436037,0.398422318,0,1.65351066,-0.472426774,0
18,-0.0511817628,0.833689615,0,-5.70690968,12.1964023,0
19,0.655145343,0.30916794,0,-9.32777629,10.979996,0
20,1.07254927,0.287554398,0,6.52022444,-0.922327589,0
21,0.141423403,0.392161876,0,-10.6419396,-1.10711103,0
22,0.391836569,0.545060632,0,-11.5672826,9.38473795,0
23,0.899826167,0.150839826,0,-6.19704503,-10.8294751,0
24,0.907054027,0.367383164,0,8.04010503,28.0944851,0
25,0.798618447,1.11044365,0,1.13062474,3.46122086,0
26,0.0199637788,-0.0225262799,0,-3.28076386,-11.5935197,0
27,0.268244718,0.902739732,0,0.544978882,-0.534112607,0
28,0.347905393,0.206825902,0,-0.572142107,5.26015254,0
29,0.904128911,0.869228845,0,12.1505645,-1.83170456,0
30,0.0545725062,0.972371351,0,8.69445879,-4.77267565,0
31,0.41716046,0.439278301,0,11.2943643,9.39246002,0
32,0.667666314,-0.0549814226,0,10.7601009,-3.01601727,0
33,0.880856657,-0.241769099,0,-7.89824193,-14.7925727,0
34,0.457493065,0.202891659,0,7.76726176,-0.377319884,0
35,-0.135707727,-0.0445973422,0,-6.40233466,-10.7315748,0
36,-0.0114781605,0.925872323,0,-3.46186333,-1.56654183,0
37,0.340246396,0.437208982,0,-3.18239237,-7.28267312,0
38,0.421369615,0.0996277039,0,2.48343989,-14.5711389,0
39,0.8021301,1.01090821,0,2.91563407,9.65687819,0
40,0.209680137,0.391632208,0,1.16327473,-0.240555626,0
41,0.339305016,0.385820578,0,-5.71440099,8.75781645,0
42,1.14813019,-0.00261669544,0,11.0590956,-12.3827547,0
43,0.0846943792,0.281905266,0,0.198025661,1.70322223,0
44,0.585971809,0.284227886,0,4.17577023,-12.4342627,0
45,0.154986629,0.566460316,0,8.53268924,11.9379594,0
46,1.02940077,0.554685405,0,2.47965284,5.79691692,0
47,0.804352753,0.848712463,0,-25.1634278,-8.44101038,0
48,0.202442561,0.118438796,0,-7.10248702,-7.27374961,0
49,0.376187464,0.456849791,0,-2.54517211,12.8436192,0
50,0.253066672,0.483972202,0,-0.112056298,6.69972068,0
51,0.8442658,0.188871762,0,-3.84915092,7.70812046,0
52,0.901603875,0.22715335,0,-0.958277747,-8.30247773,0
53,0.439620234,0.862949587,0,-2.46723889,4.15542114,0
54,0.336562176,0.866919576,0,-6.08877803,-1.39627924,0
55,0.614715326,-0.127748504,0,10.4878789,-4.85450489,0
56,0.149035809,0.0106030712,0,-9.51894317,1.44350976,0
57,0.0755301577,0.586179805,0,3.09307921,3.81503477,0
58,0.597006789,0.112392809,0,0.859421114,-10.6014545,0
59,0.26681724,0.131239692,0,2.89084516,17.5306136,0
60,1.2044679,0.798683897,0,12.4192568,-5.4801447,0
61,0.270432151,0.477269006,0,2.86171448,-7.20093838,0
62,0.223248194,0.428546425,0,-1.33714484,-22.3613786,0
63,0.0629889768,0.0717203493,0,11.2232041,-9.47365125,0
64,0.502669721,1.08234136,0,-9.4774639,19.2859411,0
65,0.211815188,0.54013504,0,2.47536764,-2.51579247,0
66,-0.039922618,0.13079861,0,-5.56535706,-9.2670231,0
67,0.487104003,0.461847916,0,-5.91777108,10.764744,0
68,0.926417403,-0.23484856,0,-7.11878661,-20.5291267,0
69,0.311140666,0.267662428,0,2.36485934,3.24487496,0
70,0.716139943,1.02200362,0,12.9353347,-0.401798741,0
71,0.385506349,0.769091065,0,4.43634802,-18.9091826,0
72,0.166594262,0.21028267,0,1.92302288,2.89081688,0
73,0.104662161,0.417841711,0,8.62862938,1.82505587,0
