id,px,py,pz,vx,vy,vz
0,0.522907113,-0.0579444724,0,-1.40385899,-9.78390891,0
1,0.6097295,0.0466909299,0,3.44589564,-16.8651732,0
2,0.56955067,0.574664047,0,-4.97354785,8.03688147,0
3,0.392037707,0.869591322,0,12.8884589,-20.0912699,0
4,0.890300872,0.123188081,0,-19.3321139,-1.31884518,0
5,0.555633309,0.144902621,0,-5.13868793,5.99740324,0
6,0.908053562,0.407726984,0,0.441572548,0.0150514327,0
7,0.854809793,1.06068521,0,9.95229974,-3.26730181,0
8,0.604894712,0.212771225,0,-7.96958884,0.362966619,0
9,0.434752457,0.750272635,0,-10.6840229,-11.4466998,0
10,0.405960487,-0.0499199436,0,11.2655916,-8.28583751,0
11,0.278091267,1.03809495,0,-9.79201102,14.1626873,0
12,0.302456745,0.0605537816,0,6.60136548,-8.15348966,0
13,0.329043347,0.145802491,0,-23.6822118,-7.32855585,0
14,0.569810275,0.116794055,0,-1.66172133,-1.97210522,0
15,0.729068407,0.443126702,0,11.6186181,2.04574283,0
16,1.04743992,0.201422776,0,-10.7167426,15.9657187,0
17,0.492234087,-0.0513813944,0,7.19809108,-9.12256158,0
18,0.785002208,-0.185501907,0,5.78624565,-6.94186013,0
19,1.05812978,0.784911114,0,7.46445206,-2.08615008,0
20,0.179612032,0.722507258,0,-6.10922154,7.04227049,0
21,0.955939275,0.667677003,0,-4.04484826,21.5737965,0
22,0.808395323,-0.000874730423,0,15.0853278,3.41542706,0
23,0.154618425,1.06755754,0,1.65223652,9.55193578,0
24,0.351396292,0.720213953,0,6.49974465,12.0847872,0
25,0.762957849,0.991286096,0,-5.57320979,-3.72566784,0
26,0.589244222,0.365101462,0,-10.9110017,0.35038595,0
27,0.32505567,0.449802669,0,-4.03816181,6.57339609,0
28,0.582532661,-0.0834863795,0,12.2780963,-2.44166675,0
29,0.430308496,0.34457806,0,0.696957499,8.57948135,0
30,1.14762398,0.730194309,0,4.25890423,-8.56626855,0
31,0.451868195,0.145242714,0,-5.1972752,-5.34662198,0
32,0.156645843,0.478846648,0,-5.09951273,4.97310691,0
33,0.367507669,0.628142212,0,4.27349518,-12.1128386,0
34,0.649993333,0.403822189,0,-3.19330114,-2.64223512,0
35,0.36257995,-0.100574799,0,-0.851771102,-8.78175076,0
36,0.651416727,0.590506255,0,19.545124,2.60796489,0
37,0.834156909,0.824308404,0,-13.0871307,0.27998171,0
38,0.996131311,0.0715785908,0,-10.735195,-2.4608063,0
39,0.00600120126,0.280049368,0,-15.4001073,2.69155828,0
40,-0.0329477572,0.605502672,0,-4.53107361,-5.07129009,0
41,0.601044012,1.03280287,0,-5.36539917,6.93098503,0
42,0.188148602,1.0928395,0,9.21339693,3.91100147,0
43,-0.0758747345,0.374580997,0,-8.95765852,1.83237223,0
44,0.592801674,0.166361219,0,-13.4246446,-0.991042231,0
45,0.49070205,0.364062503,0,0.627508763,6.19284589,0
46,-0.00928394567,0.96137077,0,-8.63330145,-2.5221933,0
47,0.57117161,0.834167559,0,10.3864447,-4.3396727,0
48,0.0951067157,0.0564938933,0,2.81275165,-9.45809874,0
49,0.630896116,0.565771639,0,-4.87392992,-9.81681987,0
50,0.802179543,0.460511459,0,-19.2772448,-8.05293883,0
51,0.944903573,0.30772167,0,-4.14245327,-0.658056875,0
52,1.02256535,-0.149029491,0,8.39791031,-4.24125106,0
53,0.456433744,0.0160226179,0,7.01983392,-7.18090768,0
54,0.321119271,-0.142949436,0,-2.12956648,-9.15347191,0
55,0.165938925,0.733132589,0,3.54261036,-4.71007817,0
56,0.154451227,0.0104947701,0,1.4582985,-13.1168937,0
57,0.832481666,0.454743075,0,-2.59738448,10.0755825,0
58,0.655738229,0.324461447,0,19.4911968,-20.1564066,0
59,0.217813961,0.102665285,0,-2.62025321,-2.32673925,0
60,0.375443065,0.354108629,0,-3.45185524,0.584002283,0
61,0.287138149,-0.140722931,0,-5.07670342,-19.3492708,0
62,1.00405649,1.04587994,0,1.86594567,10.3394839,0
63,-0.0392258996,-0.0836970127,0,-16.2134255,-2.71400161,0
64,1.12636226,0.307289524,0,-1.38167843,-12.3839795,0
65,0.372749567,0.603509154,0,-2.16156361,8.91846059,0
66,0.163639486,0.440982198,0,19.5793222,-10.9149671,0
67,0.364769304,0.189260128,0,-12.9314681,8.2988347,0
68,0.233631711,0.283453979,0,-12.9846018,5.88743448,0
69,0.9053113,-0.110692314,0,-12.9033849,-6.48250442,0
70,0.858477739,0.377243284,0,-6.31457245,-2.89417905,0
71,0.741738911,0.836134726,0,3.4646806,0.767700134,0
72,0.752636377,0.117907667,0,15.0621755,-8.83498678,0
73,0.121824214,0.159324054,0,10.7341839,4.73746383,0
74,0.931378297,0.343805384,0,0.868296604,11.4683339,0
75,0.0595176539,0.817838729,0,14.5761341,6.39887603,0
76,0.025714102,0.213770795,0,-18.0338276,-3.31170701,0
77,0.193817641,0.329575523,0,2.40547332,-2.17154981,0
78,0.477374477,0.37032065,0,6.86040608,-8.61576499,0
79,0.396009621,0.576039083,0,-6.6145497,4.30507049,0
80,0.224588217,0.231753383,0,5.86382197,3.483819,0
81,0.299944117,0.58204431,0,-7.31856822,-16.0629035,0
82,0.257979848,0.728329891,0,-1.44657849,4.68960888,0
83,0.632127369,0.269084632,0,20.096219,3.41155112,0
84,0.327843246,0.28035134,0,-1.1846093,-11.7475266,0
85,0.8507712,0.0185504266,0,-2.25813406,-15.8495926,0
86,0.292977749,0.592710054,0,9.90197632,-6.53265095,0
87,0.155935923,0.603713176,0,-12.6891254,-5.48983064,0
88,0.127021445,1.00012327,0,-10.220388,19.8395962,0
89,0.730485714,-0.10745829,0,11.2179538,1.60389969,0
90,0.0513880921,0.676634097,0,7.62369687,-3.17338275,0
91,0.00800422937,0.0455602856,0,-14.5181782,2.18398165,0
92,-0.0578602287,0.670542388,0,-4.8982166,4.00924409,0
93,0.782808299,0.840373191,0,12.3676676,8.68797525,0
94,1.17579834,0.0800376558,0,16.0095476,5.36762393,0
95,0.371453694,0.30193003,0,12.7438209,-15.9604677,0
96,0.40346288,0.918882982,0,-9.95668744,-8.61783363,0
97,1.02760586,0.600262083,0,-2.73835724,14.9656941,0
98,1.03588015,0.289476401,0,-9.38270465,1.73741889,0
99,0.742931428,-0.00827145824,0,-1.84695429,-9.58709327,0
