id,px,py,pz,vx,vy,vz
0,0.823707894,0.613079986,0,7.02465005,13.7906204,0
1,0.947409274,0.839101154,0,5.34010103,-14.6277605,0
2,0.933717253,0.562056304,0,-2.53787709,-1.57700278,0
3,0.339973755,-0.292759395,0,-0.00392471496,-17.2112567,0
4,0.261431809,0.827901538,0,6.73788159,-12.540459,0
5,0.31434487,0.668551569,0,-8.06635917,5.37236437,0
6,0.400916049,1.17566319,0,-10.4762851,-2.75897778,0
7,0.587247726,0.189359967,0,4.01620886,1.90358765,0
8,0.132974786,0.272929308,0,10.0475244,4.90188348,0
9,0.892657826,0.743472149,0,-2.23972116,10.5781186,0
10,-0.144127874,0.256967875,0,-0.17338573,-6.92295547,0
11,0.087245077,0.394065126,0,18.88844,-6.50341811,0
12,0.921669259,0.948930519,0,11.4225789,19.181182,0
13,0.161357964,0.0902753899,0,-5.78346618,0.365508859,0
14,0.396153274,0.688172302,0,6.603217,13.0251021,0
15,0.509275326,1.1513915,0,0.484746575,16.9140204,0
16,0.523800343,-0.0520467563,0,20.1139465,-30.4859399,0
17,0.0622674023,0.798013061,0,-2.8453073,-0.335762401,0
18,0.962195429,0.631844048,0,11.3550465,-8.67858615,0
19,0.39767783,0.483019587,0,-12.6376385,10.4462767,0
20,0.945414343,0.49532391,0,19.4591692,15.0162182,0
21,0.81137923,0.878261068,0,9.80401305,-13.0993864,0
22,0.0754183237,0.673580921,0,2.45374564,-5.52412808,0
23,0.310229751,0.834181185,0,14.3481872,7.14464144,0
24,0.960621359,-0.187913091,0,3.31159932,-26.1629921,0
25,0.212763511,0.527417061,0,11.2474762,15.2498383,0
26,0.113888464,0.944988451,0,6.82803236,14.5949951,0
27,0.190106179,0.073809095,0,-11.7150955,1.62534746,0
28,0.772880141,0.351255736,0,-1.89364715,-6.04059796,0
29,0.203579437,0.344435145,0,3.14986159,6.90368036,0
30,0.128217718,0.85002187,0,-15.6833698,-3.03841471,0
31,0.176319212,0.674320475,0,5.39446519,3.18920769,0
32,0.123435896,0.430123696,0,18.3966176,-3.59784652,0
33,-0.0818854547,0.726548982,0,-8.12331871,-4.4728973,0
34,0.926631452,0.493616836,0,-9.98124245,9.68360279,0
35,1.19843864,-0.0438125553,0,15.5572297,-5.28608311,0
36,0.82185505,0.584953815,0,-14.3240193,-2.80738595,0
37,-0.260687117,0.0430978954,0,-16.4620231,-6.93665648,0
38,0.20292862,0.0429769171,0,-0.952806313,5.67909061,0
39,-0.0038611873,0.280245836,0,5.99120639,4.58989157,0
40,0.869559685,0.698422775,0,-0.252700799,-3.12725464,0
41,0.270871207,0.954316246,0,2.18413389,-6.15466951,0
42,0.105397461,0.255708878,0,1.55974765,17.8066144,0
43,0.832383401,-0.053049247,0,3.58846395,-9.90912755,0
44,0.433038794,0.0170893461,0,-2.18869177,-6.62559719,0
45,0.22329604,0.137093051,0,-5.91606515,-17.4371489,0
46,0.943331584,0.790332006,0,11.7164369,5.34057489,0
47,0.800704784,0.728846751,0,11.1594084,-3.58573772,0
48,0.306754205,0.618138723,0,-2.25718839,-15.1480355,0
49,0.375380338,0.779280216,0,-12.2938061,4.2165786,0
50,0.498681129,0.530304996,0,1.09804552,10.4688523,0
51,0.764403443,-0.0187506483,0,3.86588374,-10.0397258,0
52,0.203663648,0.437173859,0,-3.15029018,6.42147909,0
53,-0.139565753,1.23745025,0,-9.17587019,17.9245344,0
54,0.883423153,0.555326706,0,11.5908993,-12.905672,0
55,0.0277242213,0.984888244,0,7.95269232,-4.73526526,0
56,0.0980641138,0.0870906769,0,-8.18571206,11.7997222,0
57,0.677099723,0.756722153,0,-5.03005605,-5.09005993,0
58,-0.10188612,-0.0836718019,0,-10.7768709,1.54134932,0
59,0.548352394,0.51248436,0,-4.99188351,-6.91175649,0
60,0.177355904,0.685167893,0,-2.79883034,3.4680984,0
61,1.29446139,0.654321388,0,19.1727901,-16.3543837,0
62,0.299162021,0.666451989,0,-1.75690524,-1.07090654,0
63,0.841736198,0.858118889,0,-13.1285944,5.09901813,0
64,0.929343295,0.431655265,0,-17.4123418,11.8966589,0
65,0.521333583,1.25179088,0,-0.756442622,10.1418125,0
66,1.16408516,0.613564001,0,21.7439212,-1.79849185,0
67,0.675745761,0.808137063,0,24.982948,0.845087969,0
68,0.10693235,0.675131343,0,8.88923372,12.5730688,0
69,0.687415397,0.045624411,0,4.16904797,-1.27647974,0
70,0.661207592,0.93938568,0,0.590796118,-3.68995045,0
71,0.628714507,0.713141364,0,5.36748299,-2.30924519,0
72,0.169184777,0.825891756,0,-5.24915588,-3.0637813,0
73,0.0263049934,0.260412528,0,-2.92409268,7.14198062,0
74,0.738664021,0.136991107,0,-7.34340935,1.41029613,0
75,0.718622096,0.000249823028,0,-7.2078349,5.1704629,0
76,-0.0203695127,0.33610508,0,0.990211539,6.38692601,0
77,0.991166413,0.118628254,0,15.1752119,-6.86619643,0
78,0.807336539,0.615246951,0,0.318826266,1.21538037,0
79,0.930660577,0.363536553,0,-12.0815354,-19.99935,0
80,0.517685023,1.06783046,0,4.09234866,4.34285346,0
81,0.245714173,0.220081614,0,-9.31378339,0.427735096,0
82,0.0534235519,1.07075475,0,-1.07002939,-10.427567,0
83,0.659409096,-0.158396708,0,-2.04066616,-16.3570828,0
84,0.276969229,0.0259409659,0,-11.2380005,2.26760826,0
85,0.21354616,0.87283152,0,-11.715348,3.27360476,0
86,0.954681455,0.231678659,0,-9.25553078,-18.1988499,0
87,-0.124681146,0.402659669,0,-15.6440204,0.0956624749,0
88,0.0707200729,0.988349146,0,-2.29231003,-8.94196429,0
89,0.556574454,0.356308907,0,10.5652076,2.60683594,0
